turno,pagador,cobrador,propiedad,tipo,color,precio_casilla,alquiler_teorico,pago_real,dinero_pagador_antes,dinero_pagador_despues,dinero_cobrador_antes,dinero_cobrador_despues
12,diego,bob,rosa1,propiedad,rosa,140,28,28,9880,9852,9560,9588
14,bob,ana,estacion3,estacion,estacion,200,40,40,9588,9548,9520,9560
16,diego,carla,rosa3,propiedad,rosa,160,32,32,9852,9820,9840,9872
25,ana,carla,estacion1,estacion,estacion,200,40,40,9160,9120,9672,9712
27,carla,bob,rosa1,propiedad,rosa,140,28,28,9712,9684,9348,9376
29,ana,bob,rosa1,propiedad,rosa,140,28,28,9120,9092,9376,9404
33,ana,bob,naranja3,propiedad,naranja,200,40,40,9092,9052,9404,9444
34,bob,carla,rosa3,propiedad,rosa,160,32,32,9444,9412,9684,9716
40,diego,ana,amarillo1,propiedad,amarillo,260,52,52,9640,9588,8792,8844
42,bob,carla,amarillo3,propiedad,amarillo,280,56,56,9192,9136,9196,9252
46,bob,ana,azul2,propiedad,azul,400,80,80,9136,9056,8844,8924
63,carla,ana,estacion3,estacion,estacion,200,40,40,8932,8892,8464,8504
71,carla,diego,morado1,propiedad,morado,60,12,12,8892,8880,9228,9240
73,ana,carla,rojo3,propiedad,rojo,240,48,48,8444,8396,8880,8928
74,bob,diego,gris3,propiedad,gris,120,24,24,9056,9032,9240,9264
77,ana,bob,estacion4,estacion,estacion,200,40,40,8396,8356,9032,9072
78,bob,diego,naranja2,propiedad,naranja,180,36,36,9072,9036,9264,9300
86,bob,ana,amarillo2,propiedad,amarillo,260,52,52,8816,8764,8356,8408
87,carla,diego,verde2,propiedad,verde,300,60,60,8788,8728,9300,9360
89,ana,carla,rosa2,propiedad,rosa,140,28,28,8408,8380,8728,8756
95,carla,diego,gris3,propiedad,gris,120,24,24,8756,8732,9360,9384
99,carla,bob,rosa1,propiedad,rosa,140,28,28,8732,8704,8464,8492
100,diego,carla,rosa2,propiedad,rosa,140,28,28,9384,9356,8704,8732
101,ana,carla,amarillo3,propiedad,amarillo,280,56,56,8380,8324,8732,8788
102,bob,ana,estacion2,estacion,estacion,200,40,40,8492,8452,8324,8364
104,diego,bob,rojo2,propiedad,rojo,220,44,44,9356,9312,8452,8496
107,carla,bob,rojo2,propiedad,rojo,220,44,44,8788,8744,8496,8540
109,ana,bob,gris1,propiedad,gris,100,20,20,8014,7994,8540,8560
110,bob,ana,estacion3,estacion,estacion,200,40,40,8560,8520,7994,8034
119,carla,diego,morado1,propiedad,morado,60,12,12,8744,8732,9312,9324
120,diego,bob,rosa1,propiedad,rosa,140,28,28,9324,9296,8520,8548
121,ana,bob,rojo2,propiedad,rojo,220,44,44,8034,7990,8548,8592
127,carla,diego,naranja2,propiedad,naranja,180,36,36,8732,8696,9296,9332
130,bob,ana,naranja1,propiedad,naranja,180,36,36,8592,8556,7990,8026
131,carla,ana,amarillo1,propiedad,amarillo,260,52,52,8696,8644,8026,8078
133,ana,carla,estacion1,estacion,estacion,200,40,40,8078,8038,8644,8684
135,carla,ana,azul1,propiedad,azul,350,70,70,8684,8614,8038,8108
136,diego,ana,azul2,propiedad,azul,400,80,80,9332,9252,8108,8188
138,bob,ana,amarillo1,propiedad,amarillo,260,52,52,8556,8504,8188,8240
139,carla,ana,azul2,propiedad,azul,400,80,80,8614,8534,8240,8320
140,diego,bob,gris1,propiedad,gris,100,20,20,9252,9232,8504,8524
142,bob,carla,verde3,propiedad,verde,320,64,64,8524,8460,8534,8598
144,diego,carla,rosa2,propiedad,rosa,140,28,28,9232,9204,8598,8626
145,ana,carla,rojo3,propiedad,rojo,240,48,48,8320,8272,8626,8674
147,carla,bob,naranja3,propiedad,naranja,200,40,40,8674,8634,8460,8500
148,diego,bob,rojo2,propiedad,rojo,220,44,44,9204,9160,8500,8544
152,diego,carla,amarillo3,propiedad,amarillo,280,56,56,9160,9104,8634,8690
154,bob,diego,naranja2,propiedad,naranja,180,36,36,8544,8508,9104,9140
156,diego,ana,azul1,propiedad,azul,350,70,70,9140,9070,8272,8342
161,ana,bob,rosa1,propiedad,rosa,140,28,28,8342,8314,8508,8536
162,bob,ana,amarillo1,propiedad,amarillo,260,52,52,8536,8484,8314,8366
163,carla,ana,gris2,propiedad,gris,100,20,20,8690,8670,8366,8386
166,bob,diego,verde2,propiedad,verde,300,60,60,8484,8424,9070,9130
169,ana,carla,rojo3,propiedad,rojo,240,48,48,8386,8338,8670,8718
172,diego,ana,amarillo2,propiedad,amarillo,260,52,52,9130,9078,8338,8390
173,ana,bob,estacion4,estacion,estacion,200,40,40,8390,8350,8424,8464
175,carla,ana,amarillo2,propiedad,amarillo,260,52,52,8718,8666,8350,8402
176,diego,carla,verde3,propiedad,verde,320,64,64,9078,9014,8666,8730
180,diego,carla,estacion1,estacion,estacion,200,40,40,9014,8974,8730,8770
182,bob,diego,naranja2,propiedad,naranja,180,36,36,8464,8428,8974,9010
183,carla,diego,morado1,propiedad,morado,60,12,12,8770,8758,9010,9022
185,ana,diego,naranja2,propiedad,naranja,180,36,36,8402,8366,9022,9058
187,carla,ana,gris2,propiedad,gris,100,20,20,8758,8738,8366,8386
188,diego,carla,rosa3,propiedad,rosa,160,32,32,9058,9026,8738,8770
192,diego,ana,naranja1,propiedad,naranja,180,36,36,9026,8990,8386,8422
194,bob,ana,azul1,propiedad,azul,350,70,70,8428,8358,8422,8492
196,diego,bob,naranja3,propiedad,naranja,200,40,40,8990,8950,8358,8398
200,diego,ana,amarillo2,propiedad,amarillo,260,52,52,8950,8898,8492,8544
