turno,indice_jugador,jugador,dado1,dado2,suma,posicion_anterior,posicion_nueva,paso_salida,nombre_casilla,tipo_casilla,precio_casilla,color_casilla,compra_realizada,dinero_antes_compra,dinero_despues_compra,propiedades_antes,propiedades_despues
295,3,carla,2,1,3,7,10,no,gris3,propiedad,120,gris,no,8100,8100,9,9
296,4,diego,5,1,6,40,6,si,estacion1,estacion,200,estacion,no,9100,9100,5,5
297,1,ana,5,4,9,29,38,no,azul1,propiedad,350,azul,no,8760,8760,5,5
298,2,bob,4,2,6,13,19,no,naranja2,propiedad,180,naranja,no,8650,8650,7,7
299,3,carla,1,6,7,10,17,no,naranja1,propiedad,180,naranja,no,8100,8100,9,9
300,4,diego,2,1,3,6,9,no,gris2,propiedad,100,gris,no,9100,9100,5,5
301,1,ana,6,2,8,38,6,si,estacion1,estacion,200,estacion,no,8760,8760,5,5
302,2,bob,4,1,5,19,24,no,rojo2,propiedad,220,rojo,no,8650,8650,7,7
303,3,carla,2,4,6,17,23,no,suerte4,suerte,0,ninguno,no,8100,8100,9,9
304,4,diego,3,6,9,9,18,no,suerte3,suerte,0,ninguno,no,9100,9100,5,5
305,1,ana,4,4,8,6,14,no,rosa2,propiedad,140,rosa,no,8760,8760,5,5
306,2,bob,4,4,8,24,32,no,verde1,propiedad,300,verde,no,8650,8650,7,7
307,3,carla,6,3,9,23,32,no,verde1,propiedad,300,verde,no,8100,8100,9,9
308,4,diego,1,2,3,18,21,no,parking,parking,0,ninguno,no,9100,9100,5,5
309,1,ana,5,6,11,14,25,no,rojo3,propiedad,240,rojo,no,8760,8760,5,5
310,2,bob,5,4,9,32,1,si,salida,salida,0,ninguno,no,8650,8650,7,7
311,3,carla,4,1,5,32,37,no,suerte6,suerte,0,ninguno,no,8100,8100,9,9
312,4,diego,2,5,7,21,28,no,amarillo2,propiedad,260,amarillo,no,9100,9100,5,5
313,1,ana,1,1,2,25,27,no,amarillo1,propiedad,260,amarillo,no,8760,8760,5,5
314,2,bob,2,5,7,1,8,no,suerte2,suerte,0,ninguno,no,8650,8650,7,7
315,3,carla,1,6,7,37,4,si,morado2,propiedad,60,morado,no,8100,8100,9,9
316,4,diego,3,5,8,28,36,no,estacion4,estacion,200,estacion,no,9100,9100,5,5
317,1,ana,5,3,8,27,35,no,verde3,propiedad,320,verde,no,8760,8760,5,5
318,2,bob,4,3,7,8,15,no,rosa3,propiedad,160,rosa,no,8650,8650,7,7
319,3,carla,5,2,7,4,11,no,visita_carcel,visita_carcel,0,ninguno,no,8100,8100,9,9
320,4,diego,6,4,10,36,6,si,estacion1,estacion,200,estacion,no,9100,9100,5,5
321,1,ana,6,6,12,35,7,si,gris1,propiedad,100,gris,no,8760,8760,5,5
322,2,bob,5,5,10,15,25,no,rojo3,propiedad,240,rojo,no,8650,8650,7,7
323,3,carla,1,2,3,11,14,no,rosa2,propiedad,140,rosa,no,8100,8100,9,9
324,4,diego,2,4,6,6,12,no,rosa1,propiedad,140,rosa,no,9100,9100,5,5
325,1,ana,3,6,9,7,16,no,estacion2,estacion,200,estacion,no,8760,8760,5,5
326,2,bob,4,2,6,25,31,no,carcel,carcel,0,ninguno,no,8650,8650,7,7
327,3,carla,3,6,9,14,23,no,suerte4,suerte,0,ninguno,no,8100,8100,9,9
328,4,diego,3,5,8,12,20,no,naranja3,propiedad,200,naranja,no,9100,9100,5,5
329,1,ana,1,1,2,16,18,no,suerte3,suerte,0,ninguno,no,8760,8760,5,5
330,2,bob,3,5,8,31,39,no,impuesto4,impuesto,100,ninguno,no,8650,8650,7,7
331,3,carla,3,5,8,23,31,no,carcel,carcel,0,ninguno,no,8100,8100,9,9
332,4,diego,3,2,5,20,25,no,rojo3,propiedad,240,rojo,no,9100,9100,5,5
333,1,ana,6,2,8,18,26,no,estacion3,estacion,200,estacion,no,8760,8760,5,5
334,2,bob,3,2,5,39,4,si,morado2,propiedad,60,morado,no,8650,8650,7,7
335,3,carla,2,5,7,31,38,no,azul1,propiedad,350,azul,no,8100,8100,9,9
336,4,diego,2,1,3,25,28,no,amarillo2,propiedad,260,amarillo,no,9100,9100,5,5
337,1,ana,6,4,10,26,36,no,estacion4,estacion,200,estacion,no,8760,8760,5,5
338,2,bob,3,4,7,4,11,no,visita_carcel,visita_carcel,0,ninguno,no,8650,8650,7,7
339,3,carla,1,5,6,38,4,si,morado2,propiedad,60,morado,no,8100,8100,9,9
340,4,diego,3,3,6,28,34,no,suerte5,suerte,0,ninguno,no,9100,9100,5,5
341,1,ana,3,2,5,36,1,si,salida,salida,0,ninguno,no,8760,8760,5,5
342,2,bob,5,4,9,11,20,no,naranja3,propiedad,200,naranja,no,8650,8650,7,7
343,3,carla,5,2,7,4,11,no,visita_carcel,visita_carcel,0,ninguno,no,8100,8100,9,9
344,4,diego,4,4,8,34,2,si,morado1,propiedad,60,morado,no,9100,9100,5,5
345,1,ana,3,6,9,1,10,no,gris3,propiedad,120,gris,no,8760,8760,5,5
346,2,bob,6,3,9,20,29,no,impuesto3,impuesto,100,ninguno,no,8650,8650,7,7
347,3,carla,5,6,11,11,22,no,rojo1,propiedad,220,rojo,no,8100,8100,9,9
348,4,diego,5,1,6,2,8,no,suerte2,suerte,0,ninguno,no,9100,9100,5,5
349,1,ana,2,3,5,10,15,no,rosa3,propiedad,160,rosa,no,8760,8760,5,5
350,2,bob,1,6,7,29,36,no,estacion4,estacion,200,estacion,no,8650,8650,7,7
351,3,carla,6,1,7,22,29,no,impuesto3,impuesto,100,ninguno,no,8100,8100,9,9
352,4,diego,1,5,6,8,14,no,rosa2,propiedad,140,rosa,no,9100,9100,5,5
353,1,ana,4,3,7,15,22,no,rojo1,propiedad,220,rojo,no,8760,8760,5,5
354,2,bob,5,6,11,36,7,si,gris1,propiedad,100,gris,no,8650,8650,7,7
355,3,carla,6,2,8,29,37,no,suerte6,suerte,0,ninguno,no,8100,8100,9,9
356,4,diego,2,4,6,14,20,no,naranja3,propiedad,200,naranja,no,9100,9100,5,5
357,1,ana,4,3,7,22,29,no,impuesto3,impuesto,100,ninguno,no,8760,8760,5,5
358,2,bob,1,3,4,7,11,no,visita_carcel,visita_carcel,0,ninguno,no,8650,8650,7,7
359,3,carla,4,4,8,37,5,si,impuesto1,impuesto,200,ninguno,no,8100,8100,9,9
360,4,diego,3,2,5,20,25,no,rojo3,propiedad,240,rojo,no,9100,9100,5,5
361,1,ana,3,4,7,29,36,no,estacion4,estacion,200,estacion,no,8760,8760,5,5
362,2,bob,2,3,5,11,16,no,estacion2,estacion,200,estacion,no,8650,8650,7,7
363,3,carla,3,1,4,5,9,no,gris2,propiedad,100,gris,no,8100,8100,9,9
364,4,diego,6,2,8,25,33,no,verde2,propiedad,300,verde,no,9100,9100,5,5
365,1,ana,5,1,6,36,2,si,morado1,propiedad,60,morado,no,8760,8760,5,5
366,2,bob,1,1,2,16,18,no,suerte3,suerte,0,ninguno,no,8650,8650,7,7
367,3,carla,4,1,5,9,14,no,rosa2,propiedad,140,rosa,no,8100,8100,9,9
368,4,diego,1,5,6,33,39,no,impuesto4,impuesto,100,ninguno,no,9100,9100,5,5
369,1,ana,4,6,10,2,12,no,rosa1,propiedad,140,rosa,no,8760,8760,5,5
370,2,bob,2,1,3,18,21,no,parking,parking,0,ninguno,no,8650,8650,7,7
371,3,carla,6,5,11,14,25,no,rojo3,propiedad,240,rojo,no,8100,8100,9,9
372,4,diego,2,1,3,39,2,si,morado1,propiedad,60,morado,no,9100,9100,5,5
373,1,ana,6,4,10,12,22,no,rojo1,propiedad,220,rojo,no,8760,8760,5,5
374,2,bob,5,3,8,21,29,no,impuesto3,impuesto,100,ninguno,no,8650,8650,7,7
375,3,carla,1,2,3,25,28,no,amarillo2,propiedad,260,amarillo,no,8100,8100,9,9
376,4,diego,3,4,7,2,9,no,gris2,propiedad,100,gris,no,9100,9100,5,5
377,1,ana,1,4,5,22,27,no,amarillo1,propiedad,260,amarillo,no,8760,8760,5,5
378,2,bob,5,6,11,29,40,no,azul2,propiedad,400,azul,no,8650,8650,7,7
379,3,carla,4,2,6,28,34,no,suerte5,suerte,0,ninguno,no,8100,8100,9,9
380,4,diego,3,6,9,9,18,no,suerte3,suerte,0,ninguno,no,9100,9100,5,5
381,1,ana,2,4,6,27,33,no,verde2,propiedad,300,verde,no,8760,8760,5,5
382,2,bob,6,1,7,40,7,si,gris1,propiedad,100,gris,no,8650,8650,7,7
383,3,carla,5,1,6,34,40,no,azul2,propiedad,400,azul,no,8100,8100,9,9
384,4,diego,1,1,2,18,20,no,naranja3,propiedad,200,naranja,no,9100,9100,5,5
385,1,ana,4,5,9,33,2,si,morado1,propiedad,60,morado,no,8760,8760,5,5
386,2,bob,2,5,7,7,14,no,rosa2,propiedad,140,rosa,no,8650,8650,7,7
387,3,carla,3,5,8,40,8,si,suerte2,suerte,0,ninguno,no,8100,8100,9,9
388,4,diego,2,6,8,20,28,no,amarillo2,propiedad,260,amarillo,no,9100,9100,5,5
389,1,ana,2,2,4,2,6,no,estacion1,estacion,200,estacion,no,8760,8760,5,5
390,2,bob,5,6,11,14,25,no,rojo3,propiedad,240,rojo,no,8650,8650,7,7
391,3,carla,3,4,7,8,15,no,rosa3,propiedad,160,rosa,no,8100,8100,9,9
392,4,diego,6,1,7,28,35,no,verde3,propiedad,320,verde,no,9100,9100,5,5
393,1,ana,2,3,5,6,11,no,visita_carcel,visita_carcel,0,ninguno,no,8760,8760,5,5
394,2,bob,6,2,8,25,33,no,verde2,propiedad,300,verde,no,8650,8650,7,7
395,3,carla,2,5,7,15,22,no,rojo1,propiedad,220,rojo,no,8100,8100,9,9
396,4,diego,3,5,8,35,3,si,suerte1,suerte,0,ninguno,no,9100,9100,5,5
397,1,ana,4,1,5,11,16,no,estacion2,estacion,200,estacion,no,8760,8760,5,5
398,2,bob,2,5,7,33,40,no,azul2,propiedad,400,azul,no,8650,8650,7,7
399,3,carla,1,5,6,22,28,no,amarillo2,propiedad,260,amarillo,no,8100,8100,9,9
400,4,diego,4,6,10,3,13,no,impuesto2,impuesto,150,ninguno,no,9100,9100,5,5
